device_id,device_type,encryption_algorithm,data_sensitivity,data_retention_years,network_exposure,update_capable,battery_powered,cpu_mhz,ram_kb,key_rotation_days,deployment_age_years,num_connected_devices,data_volume_mb_per_day,risk_label
DEV_01479,environmental_sensor,ECC-256,2,3,0,1,1,160,64,300,9,9,6.06,MEDIUM
DEV_01480,environmental_sensor,AES-128,2,4,1,0,0,160,64,211,3,40,0.17,MEDIUM
DEV_01481,environmental_sensor,RSA-2048,0,4,1,1,1,1000,4096,191,9,14,3.62,MEDIUM
DEV_01482,environmental_sensor,AES-128,1,3,0,1,0,1000,64,161,4,19,8.95,MEDIUM
DEV_01483,environmental_sensor,AES-256,1,4,1,0,1,240,128,193,9,50,0.59,LOW
DEV_01484,environmental_sensor,ChaCha20,1,5,1,1,1,80,128,91,3,47,1.46,LOW
DEV_01485,environmental_sensor,ChaCha20,2,5,1,0,1,240,128,89,7,39,4.8,MEDIUM
DEV_01486,environmental_sensor,AES-128,2,1,1,1,1,160,64,198,3,26,3.05,MEDIUM
DEV_01487,environmental_sensor,ChaCha20,3,3,0,1,1,1500,256,37,9,10,7.68,MEDIUM
DEV_01488,environmental_sensor,AES-128,2,3,1,0,1,240,512,311,0,25,4.63,MEDIUM
DEV_01489,environmental_sensor,RSA-2048,1,4,0,1,0,80,64,15,1,44,6.06,MEDIUM
DEV_01490,environmental_sensor,ECC-256,1,2,0,1,1,240,64,154,0,1,6.46,MEDIUM
DEV_01491,environmental_sensor,AES-256,1,1,0,1,1,1000,128,299,6,21,4.72,LOW
DEV_01492,environmental_sensor,AES-256,2,1,1,1,1,160,512,168,4,27,4.21,LOW
DEV_01493,environmental_sensor,AES-256,0,4,1,0,1,160,64,285,9,38,2.19,LOW
DEV_01494,environmental_sensor,ChaCha20,3,1,1,0,1,80,256,297,7,18,4.36,MEDIUM
DEV_01495,environmental_sensor,ECC-256,2,1,0,0,1,80,128,321,5,24,2.91,MEDIUM
DEV_01496,environmental_sensor,AES-128,0,5,0,1,0,1000,128,292,0,37,9.62,MEDIUM
DEV_01497,environmental_sensor,ECC-256,2,3,0,1,0,160,256,326,4,12,6.09,MEDIUM
DEV_01498,environmental_sensor,AES-128,2,2,0,0,0,1200,128,174,10,45,8.5,MEDIUM
DEV_01499,environmental_sensor,RSA-2048,0,3,0,0,0,240,64,111,1,47,8.58,HIGH
DEV_01500,medical_wearable,ECC-256,2,7,0,1,1,240,16384,158,2,13,22.36,HIGH
DEV_01501,medical_wearable,RSA-2048,3,15,0,1,1,240,4096,12,7,9,17.69,CRITICAL
DEV_01502,medical_wearable,Kyber-512,4,24,1,0,1,160,512,242,6,5,29.6,LOW
DEV_01503,medical_wearable,Kyber-512,3,19,1,0,1,1500,128,143,1,13,40.11,LOW
DEV_01504,medical_wearable,ECC-256,4,7,1,0,1,80,256,241,0,6,49.01,CRITICAL
DEV_01505,medical_wearable,Kyber-512,4,24,1,0,1,1500,4096,322,4,20,6.13,LOW
DEV_01506,medical_wearable,RSA-2048,4,19,1,0,1,1500,4096,18,4,10,22.95,CRITICAL
DEV_01507,medical_wearable,RSA-1024,4,24,1,0,1,1000,2048,229,1,16,4.97,CRITICAL
DEV_01508,medical_wearable,ECC-256,3,25,0,1,1,160,2048,67,2,3,26.64,CRITICAL
DEV_01509,medical_wearable,ECC-256,4,21,0,0,0,1200,2048,303,1,14,11.37,CRITICAL
DEV_01510,medical_wearable,AES-256,3,15,1,1,1,240,256,170,6,18,42.56,LOW
DEV_01511,medical_wearable,RSA-2048,3,24,0,1,1,80,8192,162,8,14,21.21,CRITICAL
DEV_01512,medical_wearable,RSA-2048,3,9,0,1,1,1500,256,64,1,17,21.33,CRITICAL
DEV_01513,medical_wearable,Kyber-512,1,15,1,0,1,80,256,276,7,1,20.91,LOW
DEV_01514,medical_wearable,AES-256,4,18,1,1,1,3000,16384,114,0,7,47.36,LOW
DEV_01515,medical_wearable,RSA-1024,4,8,1,0,1,240,512,230,7,5,7.78,CRITICAL
DEV_01516,medical_wearable,RSA-2048,3,7,1,0,1,160,2048,40,6,10,33.56,CRITICAL
DEV_01517,medical_wearable,ECC-256,4,19,0,1,1,160,64,206,3,3,11.61,CRITICAL
DEV_01518,medical_wearable,ECC-384,4,19,1,0,1,80,4096,81,7,14,9.22,CRITICAL
DEV_01519,medical_wearable,RSA-1024,3,21,1,0,1,2000,128,55,2,9,29.7,CRITICAL
DEV_01520,medical_wearable,RSA-1024,3,22,0,1,1,1000,4096,115,5,11,37.63,CRITICAL
DEV_01521,medical_wearable,Kyber-512,3,22,1,1,1,240,2048,1,5,11,25.3,LOW
DEV_01522,medical_wearable,RSA-2048,4,19,1,0,1,240,2048,49,6,20,38.69,CRITICAL
DEV_01523,medical_wearable,AES-256,4,9,1,1,0,1000,2048,268,2,8,14.57,LOW
DEV_01524,medical_wearable,AES-256,4,5,0,0,0,1500,256,213,0,7,6.45,LOW
DEV_01525,medical_wearable,Kyber-512,2,23,1,1,1,1200,256,73,7,6,8.9,LOW
DEV_01526,medical_wearable,ECC-256,4,9,1,1,1,240,128,10,4,20,5.6,CRITICAL
DEV_01527,medical_wearable,ECC-256,4,6,1,0,1,160,2048,316,0,14,48.84,CRITICAL
DEV_01528,medical_wearable,Kyber-512,2,20,0,1,1,2000,256,284,8,19,20.56,LOW
DEV_01529,medical_wearable,AES-256,2,16,1,0,1,160,256,29,6,13,49.02,LOW
DEV_01530,medical_wearable,RSA-2048,2,17,1,1,1,240,4096,233,7,14,14.77,HIGH
DEV_01531,medical_wearable,AES-256,4,15,0,1,1,1200,128,167,3,16,5.21,LOW
DEV_01532,medical_wearable,AES-256,3,14,1,0,1,160,128,211,2,7,13.65,LOW
DEV_01533,medical_wearable,Kyber-512,4,13,1,1,1,1000,256,329,0,2,28.88,LOW
DEV_01534,medical_wearable,RSA-2048,4,21,1,0,0,240,512,169,4,6,14.37,CRITICAL
DEV_01535,medical_wearable,RSA-2048,3,25,0,1,1,80,256,245,8,20,14.87,CRITICAL
DEV_01536,medical_wearable,Kyber-512,3,24,0,0,1,1500,512,109,6,18,15.26,LOW
DEV_01537,medical_wearable,Kyber-512,1,22,1,0,1,3000,64,129,8,5,43.44,LOW
DEV_01538,medical_wearable,RSA-2048,3,9,0,1,1,160,256,225,8,12,6.63,CRITICAL
DEV_01539,medical_wearable,ECC-384,3,5,1,1,0,1500,256,351,7,17,13.75,CRITICAL
DEV_01540,medical_wearable,RSA-2048,3,6,1,0,1,160,256,131,1,3,7.73,CRITICAL
DEV_01541,medical_wearable,HYBRID-ECC-Kyber,4,6,0,1,1,240,4096,121,7,4,0.97,LOW
DEV_01542,medical_wearable,AES-256,2,17,1,0,1,1500,2048,14,4,1,39.58,LOW
DEV_01543,medical_wearable,Kyber-512,4,25,0,1,1,240,512,349,8,10,30.97,LOW
DEV_01544,medical_wearable,ECC-256,4,7,1,0,1,240,512,338,6,8,13.65,CRITICAL
DEV_01545,medical_wearable,ECC-256,4,7,1,1,0,1200,256,131,7,13,23.74,CRITICAL
DEV_01546,medical_wearable,AES-256,3,20,1,0,1,1500,64,47,6,3,9.42,LOW
DEV_01547,medical_wearable,RSA-2048,3,18,0,0,1,240,4096,41,5,9,15.4,CRITICAL
DEV_01548,medical_wearable,RSA-1024,2,5,1,1,1,160,2048,129,5,8,44.87,CRITICAL
DEV_01549,medical_wearable,AES-256,1,10,1,1,1,1200,256,129,8,10,8.24,LOW
DEV_01550,medical_wearable,AES-128,4,15,1,1,1,2000,2048,40,3,4,16.66,CRITICAL
DEV_01551,medical_wearable,RSA-1024,3,23,1,1,1,1000,512,84,8,9,37.66,CRITICAL
DEV_01552,medical_wearable,RSA-1024,4,19,1,0,1,240,2048,186,3,8,14.64,CRITICAL
DEV_01553,medical_wearable,HYBRID-ECC-Kyber,4,7,0,0,1,240,64,215,0,2,46.69,LOW
DEV_01554,medical_wearable,AES-256,3,18,0,0,1,1000,512,273,2,19,35.25,LOW
DEV_01555,medical_wearable,AES-256,3,13,1,0,1,1500,256,21,5,5,48.14,LOW
DEV_01556,medical_wearable,RSA-1024,4,6,0,0,1,1200,512,133,5,15,0.64,CRITICAL
DEV_01557,medical_wearable,RSA-2048,4,23,0,0,1,3000,64,213,2,2,23.35,CRITICAL
DEV_01558,medical_wearable,RSA-1024,2,14,1,0,1,160,256,51,6,11,39.98,CRITICAL
DEV_01559,medical_wearable,ECC-384,0,20,1,0,1,80,256,252,4,2,33.49,LOW
DEV_01560,medical_wearable,RSA-2048,2,22,1,0,1,160,512,80,6,19,28.43,HIGH
DEV_01561,medical_wearable,RSA-2048,3,8,1,0,1,3000,256,77,4,4,15.59,CRITICAL
DEV_01562,medical_wearable,Kyber-512,3,11,0,1,1,240,2048,267,2,16,16.59,LOW
DEV_01563,medical_wearable,AES-256,3,12,0,0,0,1200,256,158,1,1,19.65,LOW
DEV_01564,medical_wearable,RSA-1024,3,13,1,0,1,240,2048,221,3,7,8.88,CRITICAL
DEV_01565,medical_wearable,AES-256,4,18,1,1,1,160,2048,249,7,18,38.77,LOW
DEV_01566,medical_wearable,HYBRID-ECC-Kyber,3,12,1,1,1,1000,16384,89,8,7,16.99,LOW
DEV_01567,medical_wearable,Kyber-512,1,22,1,1,1,1500,64,273,5,9,36.77,LOW
DEV_01568,medical_wearable,AES-256,3,16,0,1,1,2000,256,94,0,18,48.68,LOW
DEV_01569,medical_wearable,RSA-1024,2,19,0,0,1,3000,64,227,3,7,6.26,CRITICAL
DEV_01570,medical_wearable,HYBRID-ECC-Kyber,4,21,0,0,1,1000,16384,113,2,12,0.56,LOW
DEV_01571,medical_wearable,HYBRID-ECC-Kyber,3,18,0,0,1,80,4096,177,3,1,33.79,LOW
DEV_01572,medical_wearable,Kyber-512,0,7,0,0,1,240,2048,338,7,4,49.64,LOW
DEV_01573,medical_wearable,ECC-256,3,5,1,0,1,240,16384,44,1,11,24.95,CRITICAL
DEV_01574,medical_wearable,AES-256,3,18,1,1,1,240,2048,188,6,6,18.1,LOW
DEV_01575,medical_wearable,RSA-1024,4,7,1,1,1,160,128,259,4,6,13.96,CRITICAL
DEV_01576,medical_wearable,RSA-2048,4,18,1,1,1,80,4096,173,3,20,36.13,CRITICAL
DEV_01577,medical_wearable,HYBRID-ECC-Kyber,0,23,1,1,1,80,16384,213,6,3,20.05,LOW
DEV_01578,medical_wearable,RSA-1024,3,5,1,1,1,3000,256,176,4,15,39.35,CRITICAL
DEV_01579,medical_wearable,AES-256,4,20,1,1,1,80,2048,2,8,2,45.75,LOW
DEV_01580,medical_wearable,AES-256,3,10,0,0,1,1500,64,20,3,9,10.32,LOW
DEV_01581,medical_wearable,AES-256,4,20,0,1,1,240,512,10,2,14,36.53,LOW
DEV_01582,medical_wearable,Kyber-512,3,14,1,1,1,240,4096,263,4,8,5.97,LOW
DEV_01583,medical_wearable,Kyber-512,3,21,1,1,1,160,4096,347,8,16,34.92,LOW
DEV_01584,medical_wearable,ECC-384,3,5,1,0,1,240,256,363,3,1,47.16,CRITICAL
DEV_01585,medical_wearable,ECC-256,3,8,1,0,0,1200,128,257,7,3,49.37,CRITICAL
DEV_01586,medical_wearable,ECC-256,4,7,0,0,1,240,64,145,3,14,45.81,CRITICAL
DEV_01587,medical_wearable,RSA-2048,4,22,1,0,1,1500,16384,235,0,20,39.22,CRITICAL
DEV_01588,medical_wearable,RSA-1024,3,23,0,0,1,2000,128,349,2,15,5.49,CRITICAL
DEV_01589,medical_wearable,ECC-256,4,25,1,0,1,160,256,20,3,2,24.8,CRITICAL
DEV_01590,medical_wearable,RSA-2048,3,20,0,0,1,1000,256,138,7,5,21.68,CRITICAL
DEV_01591,medical_wearable,AES-128,4,23,0,0,1,1500,256,56,2,18,44.99,CRITICAL
DEV_01592,medical_wearable,RSA-1024,4,20,1,0,1,1500,2048,139,0,9,8.74,CRITICAL
DEV_01593,medical_wearable,AES-256,3,14,0,1,1,2000,512,268,0,18,8.06,LOW
DEV_01594,medical_wearable,ECC-256,4,5,0,1,1,80,256,91,2,10,38.34,CRITICAL
DEV_01595,medical_wearable,AES-256,2,19,1,1,1,1200,2048,103,5,5,6.67,LOW
DEV_01596,medical_wearable,Kyber-512,3,18,0,1,1,1000,256,20,5,5,30.99,LOW
DEV_01597,medical_wearable,RSA-2048,4,6,1,0,1,240,4096,28,6,7,49.0,CRITICAL
DEV_01598,medical_wearable,RSA-1024,2,10,1,1,1,1200,512,24,6,19,23.28,CRITICAL
DEV_01599,medical_wearable,RSA-2048,4,12,1,1,1,3000,256,274,0,6,22.65,CRITICAL
DEV_01600,medical_wearable,AES-256,3,20,1,1,0,1200,256,194,2,20,35.85,LOW
DEV_01601,medical_wearable,ECC-256,3,17,1,0,1,80,2048,259,6,14,49.79,CRITICAL
DEV_01602,medical_wearable,RSA-2048,4,11,1,0,0,1500,16384,229,8,16,25.1,CRITICAL
DEV_01603,medical_wearable,HYBRID-ECC-Kyber,4,24,1,1,1,160,256,190,0,15,4.27,LOW
DEV_01604,medical_wearable,HYBRID-ECC-Kyber,3,20,1,0,1,240,256,329,1,3,38.74,LOW
DEV_01605,medical_wearable,AES-256,3,18,0,1,0,1500,2048,280,8,11,21.47,LOW
DEV_01606,medical_wearable,ECC-384,2,20,1,1,0,160,4096,103,5,7,1.92,HIGH
DEV_01607,medical_wearable,RSA-1024,3,9,1,0,1,80,256,38,4,6,3.61,CRITICAL
DEV_01608,medical_wearable,RSA-2048,4,12,0,0,1,240,64,237,6,3,14.84,CRITICAL
DEV_01609,medical_wearable,RSA-2048,4,5,1,0,1,240,128,148,1,11,48.62,CRITICAL
DEV_01610,medical_wearable,ECC-256,3,6,0,0,1,160,2048,318,2,12,45.13,CRITICAL
DEV_01611,medical_wearable,Kyber-512,3,24,0,1,1,160,16384,340,7,17,40.21,LOW
DEV_01612,medical_wearable,RSA-2048,4,14,1,0,1,1500,256,143,0,15,23.01,CRITICAL
DEV_01613,medical_wearable,RSA-1024,4,22,1,1,1,1500,256,64,3,6,47.22,CRITICAL
DEV_01614,medical_wearable,AES-256,3,25,0,0,1,80,256,91,1,13,6.0,LOW
DEV_01615,medical_wearable,RSA-2048,2,25,1,1,1,160,4096,332,3,7,48.01,HIGH
DEV_01616,medical_wearable,RSA-2048,3,14,1,1,1,1000,4096,95,5,11,46.71,CRITICAL
DEV_01617,medical_wearable,Kyber-512,2,17,1,0,1,1000,2048,105,3,1,46.71,LOW
DEV_01618,medical_wearable,HYBRID-ECC-Kyber,4,15,1,1,1,1000,2048,347,4,16,9.18,LOW
DEV_01619,medical_wearable,RSA-2048,1,25,0,1,1,1000,256,68,8,20,15.2,LOW
DEV_01620,medical_wearable,RSA-2048,3,17,0,0,1,3000,256,232,2,15,0.5,CRITICAL
DEV_01621,medical_wearable,AES-256,3,15,1,0,1,1000,512,234,1,13,28.78,LOW
DEV_01622,medical_wearable,Kyber-768,3,18,1,1,1,3000,4096,89,4,11,45.56,LOW
DEV_01623,medical_wearable,RSA-2048,4,18,1,0,1,1500,512,41,1,3,47.65,CRITICAL
DEV_01624,medical_wearable,ECC-384,4,16,1,1,1,240,128,142,7,12,40.82,CRITICAL
DEV_01625,medical_wearable,RSA-2048,4,19,1,1,1,1000,128,301,4,11,40.43,CRITICAL
DEV_01626,medical_wearable,RSA-1024,4,23,1,0,1,1000,256,299,8,20,42.17,CRITICAL
DEV_01627,medical_wearable,HYBRID-ECC-Kyber,4,5,1,1,1,160,8192,250,0,13,3.0,LOW
DEV_01628,medical_wearable,HYBRID-ECC-Kyber,4,12,1,0,1,240,512,16,2,7,25.28,LOW
DEV_01629,medical_wearable,ECC-256,3,18,1,1,1,160,16384,82,2,5,20.6,CRITICAL
DEV_01630,medical_wearable,RSA-2048,4,23,1,0,1,240,512,351,3,19,47.84,CRITICAL
DEV_01631,medical_wearable,AES-256,4,17,0,1,0,1200,512,151,8,2,17.15,LOW
DEV_01632,medical_wearable,Kyber-512,4,9,1,1,1,1000,2048,54,1,5,5.23,LOW
DEV_01633,medical_wearable,RSA-2048,3,10,0,0,1,160,4096,183,8,3,5.48,CRITICAL
DEV_01634,medical_wearable,ECC-384,4,7,1,0,1,240,4096,365,2,12,18.83,CRITICAL
DEV_01635,medical_wearable,RSA-1024,3,18,0,0,1,1200,256,191,2,7,46.18,CRITICAL
DEV_01636,medical_wearable,RSA-2048,3,12,1,1,1,240,512,149,7,9,14.23,CRITICAL
DEV_01637,medical_wearable,ECC-256,4,22,1,0,1,160,256,19,8,7,17.81,CRITICAL
DEV_01638,medical_wearable,HYBRID-ECC-Kyber,3,24,1,1,1,160,512,238,7,3,24.77,LOW
DEV_01639,medical_wearable,Kyber-512,4,6,0,1,1,240,512,200,4,18,28.61,LOW
DEV_01640,medical_wearable,Kyber-768,3,24,0,1,1,240,512,279,7,11,24.1,LOW
DEV_01641,medical_wearable,RSA-2048,4,24,0,0,1,240,2048,160,5,14,7.32,CRITICAL
DEV_01642,medical_wearable,HYBRID-ECC-Kyber,4,23,1,0,1,240,128,46,5,5,1.56,LOW
DEV_01643,medical_wearable,Kyber-512,3,13,0,1,1,240,8192,177,7,20,19.25,LOW
DEV_01644,medical_wearable,RSA-2048,4,8,0,1,1,240,128,46,2,1,14.43,CRITICAL
DEV_01645,medical_wearable,Kyber-512,4,16,1,1,1,1200,4096,324,1,5,17.23,LOW
DEV_01646,medical_wearable,RSA-2048,4,22,1,1,1,1000,16384,132,1,15,14.15,CRITICAL
DEV_01647,medical_wearable,ECC-256,4,17,0,0,1,1500,512,271,1,1,18.55,CRITICAL
DEV_01648,medical_wearable,Kyber-512,4,11,1,0,0,1000,16384,184,5,12,19.09,LOW
DEV_01649,medical_wearable,ECC-384,1,15,1,1,1,1200,2048,360,4,3,13.03,LOW
DEV_01650,medical_wearable,Kyber-512,2,25,0,1,1,160,256,201,1,17,6.21,LOW
DEV_01651,medical_wearable,RSA-2048,2,24,0,1,1,1000,512,177,2,2,33.36,HIGH
DEV_01652,medical_wearable,Kyber-512,2,9,1,1,1,160,128,28,7,15,2.34,LOW
DEV_01653,medical_wearable,AES-256,2,24,0,1,1,240,4096,146,7,16,5.86,LOW
DEV_01654,medical_wearable,HYBRID-ECC-Kyber,3,22,0,0,1,240,512,81,3,18,24.17,LOW
DEV_01655,medical_wearable,RSA-2048,4,10,0,0,1,160,512,95,6,16,1.21,CRITICAL
DEV_01656,medical_wearable,Kyber-512,3,15,1,0,1,160,512,330,0,17,3.19,LOW
DEV_01657,medical_wearable,AES-256,4,16,1,0,1,80,128,168,6,5,2.48,LOW
DEV_01658,medical_wearable,Kyber-512,4,12,0,0,1,1200,16384,291,0,4,25.52,LOW
DEV_01659,medical_wearable,Kyber-512,4,13,1,0,1,240,256,309,2,8,35.4,LOW
DEV_01660,medical_wearable,ECC-256,3,20,1,0,1,3000,256,10,1,6,42.84,CRITICAL
DEV_01661,medical_wearable,ECC-256,3,13,1,1,1,1000,4096,228,1,7,39.07,CRITICAL
DEV_01662,medical_wearable,AES-256,3,6,1,1,1,160,512,41,6,5,1.64,LOW
DEV_01663,medical_wearable,RSA-1024,2,11,1,0,1,3000,4096,54,0,8,21.13,CRITICAL
DEV_01664,medical_wearable,AES-128,3,9,0,0,1,1200,256,305,4,17,48.24,CRITICAL
DEV_01665,medical_wearable,RSA-2048,4,11,1,1,1,240,256,229,7,18,22.13,CRITICAL
DEV_01666,medical_wearable,RSA-2048,4,10,0,0,1,1200,2048,181,2,5,26.65,CRITICAL
DEV_01667,medical_wearable,HYBRID-ECC-Kyber,4,20,1,0,0,1500,512,324,1,1,19.22,LOW
DEV_01668,medical_wearable,RSA-2048,3,15,1,1,1,3000,256,187,3,10,36.36,CRITICAL
DEV_01669,medical_wearable,RSA-2048,4,20,1,0,1,160,256,287,5,16,46.82,CRITICAL
DEV_01670,medical_wearable,ECC-256,2,24,1,1,1,240,512,235,0,10,27.29,HIGH
DEV_01671,medical_wearable,RSA-2048,3,25,1,1,1,240,256,230,4,4,18.95,CRITICAL
DEV_01672,medical_wearable,RSA-2048,4,20,1,0,1,2000,256,320,3,10,40.89,CRITICAL
DEV_01673,medical_wearable,RSA-2048,3,10,1,1,0,1200,16384,309,5,20,40.95,CRITICAL
DEV_01674,medical_wearable,AES-256,4,13,1,1,1,160,8192,237,7,14,28.0,LOW
DEV_01675,medical_wearable,RSA-2048,3,11,1,0,1,160,512,169,3,19,42.64,CRITICAL
DEV_01676,medical_wearable,Kyber-512,4,8,1,0,0,160,2048,156,2,19,7.85,LOW
DEV_01677,medical_wearable,HYBRID-ECC-Kyber,4,13,1,1,1,1000,512,189,8,13,2.41,LOW
DEV_01678,medical_wearable,AES-256,4,18,1,0,1,240,64,272,0,14,12.52,LOW
DEV_01679,medical_wearable,AES-256,3,5,1,0,1,1000,512,157,3,4,24.8,LOW
DEV_01680,medical_wearable,ECC-384,3,24,0,1,0,1000,64,241,1,11,18.39,CRITICAL
DEV_01681,medical_wearable,HYBRID-ECC-Kyber,4,22,1,0,1,1500,256,331,7,18,33.25,LOW
DEV_01682,medical_wearable,HYBRID-ECC-Kyber,4,24,1,1,1,1200,64,279,6,4,32.75,LOW
DEV_01683,medical_wearable,RSA-2048,4,15,0,0,1,240,512,127,1,13,43.71,CRITICAL
DEV_01684,medical_wearable,RSA-1024,3,21,0,0,1,160,128,59,2,16,20.64,CRITICAL
DEV_01685,medical_wearable,Kyber-512,3,8,1,0,1,160,2048,9,0,11,40.87,LOW
DEV_01686,medical_wearable,Kyber-512,4,18,1,0,1,240,512,22,0,9,32.36,LOW
DEV_01687,medical_wearable,HYBRID-ECC-Kyber,4,9,0,0,1,1000,128,113,4,19,30.98,LOW
DEV_01688,medical_wearable,RSA-2048,1,20,1,0,1,1000,4096,32,5,20,39.42,HIGH
DEV_01689,medical_wearable,RSA-2048,3,11,1,1,1,1200,16384,342,3,3,22.01,CRITICAL
DEV_01690,medical_wearable,RSA-2048,0,7,0,1,1,240,4096,165,4,19,36.27,LOW
DEV_01691,medical_wearable,ECC-384,3,14,0,0,1,160,128,1,3,11,6.11,CRITICAL
DEV_01692,medical_wearable,RSA-2048,4,11,0,0,0,3000,256,53,7,19,8.09,CRITICAL
DEV_01693,medical_wearable,Kyber-512,2,10,1,0,1,1200,512,311,3,17,4.69,LOW
DEV_01694,medical_wearable,Kyber-512,3,16,0,0,1,2000,512,84,2,1,9.55,LOW
DEV_01695,medical_wearable,Kyber-512,4,22,0,0,1,160,512,281,8,6,9.08,LOW
DEV_01696,medical_wearable,HYBRID-ECC-Kyber,4,19,0,0,1,240,512,5,2,12,27.13,LOW
DEV_01697,medical_wearable,Kyber-512,4,10,1,0,1,80,2048,331,8,2,47.51,LOW
DEV_01698,medical_wearable,Kyber-512,2,10,1,0,1,160,512,208,1,12,36.29,LOW
DEV_01699,medical_wearable,ECC-256,3,19,1,1,1,2000,2048,74,5,13,28.5,CRITICAL
DEV_01700,medical_wearable,AES-256,2,8,0,0,1,1200,512,234,1,1,15.23,LOW
DEV_01701,medical_wearable,RSA-1024,2,22,1,0,1,1200,512,243,8,19,18.23,CRITICAL
DEV_01702,medical_wearable,AES-256,1,13,0,1,1,2000,256,213,0,3,42.03,LOW
DEV_01703,medical_wearable,AES-256,1,24,1,1,1,3000,128,54,5,14,36.87,LOW
DEV_01704,medical_wearable,ECC-256,4,18,0,0,0,80,4096,141,1,3,1.33,CRITICAL
DEV_01705,medical_wearable,ECC-384,3,21,1,1,1,1500,8192,148,6,14,22.72,CRITICAL
DEV_01706,medical_wearable,HYBRID-ECC-Kyber,2,6,1,0,1,160,256,7,7,14,8.91,LOW
DEV_01707,medical_wearable,HYBRID-ECC-Kyber,3,15,1,1,1,80,2048,302,0,15,11.05,LOW
DEV_01708,medical_wearable,Kyber-512,3,17,0,0,1,240,256,189,3,17,34.25,LOW
DEV_01709,medical_wearable,RSA-1024,4,7,1,0,1,240,512,314,6,11,48.42,CRITICAL
DEV_01710,medical_wearable,RSA-2048,4,5,0,1,1,1500,64,160,7,18,29.42,CRITICAL
DEV_01711,medical_wearable,ECC-384,4,18,0,1,1,240,64,352,0,14,39.14,CRITICAL
DEV_01712,medical_wearable,ECC-256,3,9,0,1,0,240,2048,140,5,10,4.71,CRITICAL
DEV_01713,medical_wearable,ECC-256,2,23,0,1,0,1000,256,217,8,18,9.43,HIGH
DEV_01714,medical_wearable,Kyber-512,1,7,1,0,0,1500,512,87,4,6,6.49,LOW
DEV_01715,medical_wearable,Kyber-512,2,17,1,0,1,240,8192,354,5,10,29.39,LOW
DEV_01716,medical_wearable,Kyber-512,4,8,1,0,1,160,256,268,3,3,7.91,LOW
DEV_01717,medical_wearable,AES-256,4,15,1,1,1,1000,2048,315,3,19,1.98,LOW
DEV_01718,medical_wearable,AES-256,3,6,1,0,1,240,16384,40,7,10,7.25,LOW
DEV_01719,medical_wearable,AES-256,3,25,1,1,1,1000,256,144,2,19,45.38,LOW
DEV_01720,medical_wearable,Kyber-512,1,9,1,1,1,1500,128,319,5,7,36.56,LOW
DEV_01721,medical_wearable,Kyber-512,4,16,0,1,1,240,4096,31,4,19,21.97,LOW
DEV_01722,medical_wearable,Kyber-512,3,13,1,0,1,240,512,344,2,10,39.82,LOW
DEV_01723,medical_wearable,RSA-2048,4,10,0,0,1,1200,512,114,7,11,0.99,CRITICAL
DEV_01724,medical_wearable,RSA-2048,3,13,1,0,1,80,128,131,1,4,40.76,CRITICAL
DEV_01725,medical_wearable,AES-256,4,5,1,0,1,240,256,126,8,19,33.98,LOW
DEV_01726,medical_wearable,AES-256,3,10,1,0,1,80,256,285,1,2,37.26,LOW
DEV_01727,medical_wearable,RSA-1024,3,15,1,1,1,2000,512,124,3,19,1.9,CRITICAL
DEV_01728,medical_wearable,RSA-1024,4,6,1,0,1,1000,2048,132,8,5,26.68,CRITICAL
DEV_01729,medical_wearable,AES-256,2,16,1,1,0,240,512,101,8,6,1.78,LOW
DEV_01730,medical_wearable,RSA-2048,3,5,1,0,0,240,16384,316,4,9,46.42,CRITICAL
DEV_01731,medical_wearable,AES-256,2,20,0,0,1,1200,256,141,1,20,48.41,LOW
DEV_01732,medical_wearable,RSA-1024,4,24,1,1,1,1500,512,22,8,17,6.8,CRITICAL
DEV_01733,medical_wearable,ECC-256,3,16,0,1,1,2000,2048,229,1,10,7.88,CRITICAL
DEV_01734,medical_wearable,AES-256,3,23,1,1,1,1000,512,54,2,9,0.57,LOW
DEV_01735,medical_wearable,RSA-2048,3,13,1,0,0,1000,512,228,4,5,44.04,CRITICAL
DEV_01736,medical_wearable,HYBRID-ECC-Kyber,1,13,1,0,1,2000,64,220,1,19,14.14,LOW
DEV_01737,medical_wearable,Kyber-512,3,25,0,1,1,2000,2048,269,6,15,24.64,LOW
DEV_01738,medical_wearable,HYBRID-ECC-Kyber,3,23,0,1,1,1200,2048,220,8,2,48.82,LOW
DEV_01739,medical_wearable,ECC-384,3,18,1,0,0,80,4096,293,5,18,5.75,CRITICAL
DEV_01740,medical_wearable,Kyber-512,4,5,1,1,1,160,256,340,4,14,36.6,LOW
DEV_01741,medical_wearable,AES-256,4,16,1,0,1,160,2048,18,0,9,27.42,LOW
DEV_01742,medical_wearable,AES-256,4,24,1,0,0,240,64,213,2,7,16.14,LOW
DEV_01743,medical_wearable,RSA-2048,2,23,1,1,1,240,512,54,1,10,43.86,HIGH
DEV_01744,medical_wearable,RSA-1024,3,18,0,0,1,240,256,208,5,7,17.76,CRITICAL
DEV_01745,medical_wearable,ECC-256,0,21,1,1,0,1200,512,242,8,19,5.3,LOW
DEV_01746,medical_wearable,Kyber-768,3,25,0,0,1,160,512,286,8,5,11.02,LOW
DEV_01747,medical_wearable,HYBRID-ECC-Kyber,3,8,1,1,1,1200,2048,205,5,20,30.53,LOW
